EXPOCODE,SECT,CRUISE,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDDPT,CTDDPT_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDTMP_1,CTDTMP_1_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDSAL_1,CTDSAL_1_FLAG_W,CTDCND,CTDCND_FLAG_W,CTDCND_1,CTDCND_1_FLAG_W,CTDOXY_2,CTDOXY_2_FLAG_W,CTDOXY_3,CTDOXY_3_FLAG_W,CTDOXV_2,CTDOXV_2_FLAG_W,CTDOXV_3,CTDOXV_3_FLAG_W,THETA,THETA_FLAG_W,THETA_1,THETA_1_FLAG_W,SIG0,SIG0_FLAG_W,SIG0_1,SIG0_1_FLAG_W,XMISS,XMISS_FLAG_W,XMISSCP,XMISSCP_FLAG_W,XMISSV,XMISSV_FLAG_W,FLUOR,FLUOR_FLAG_W,TURB,TURB_FLAG_W,CDOM,CDOM_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,OXYGEN_1,OXYGEN_1_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,TCARBN_1,TCARBN_1_FLAG_W,ALKALI,ALKALI_FLAG_W,ALKALI_1,ALKALI_1_FLAG_W,DNSSAL,DNSSAL_FLAG_W,DNSSAL_1,DNSSAL_1_FLAG_W
-,-,-,UTC,UTC,DEG,DEG,M,-,-,-,-,-,DBAR,-,M,-,ITS-90,-,ITS-90,-,PSS-78,-,PSS-78,-,S/m,-,S/m,-,UMOL/KG,-,UMOL/KG,-,V,-,V,-,DEG C,-,DEG C,-,KG/CUM,-,KG/CUM,-,%TRANCE,-,1/M,-,V,-,UG/L,-,FTU,-,UG/L,-,PSS-78,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,G/KG,-,,
A14,A6,A14,A10,A5,F8.4,F9.4,I5,A6,I3,A7,A7,I1,F9.1,I1,F9.1,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F11.6,I1,F11.6,I1,F9.2,I1,F9.2,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.3,I1,F9.3,I1,F9.4,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.3,I1,F9.2,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.4,I1,,
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      9, X12101,2,   1413.8,2,   1399.9,2,   3.8226,2,   3.8230,2,  34.4479,2,  34.4496,2,   3.255073,2,   3.255247,2,    73.03,2,    73.09,2,   0.8833,2,   0.8636,2,   3.7133,2,   3.7137,2,  27.3762,2,  27.3774,2,   99.938,2,   0.0025,2,   4.7273,2,    0.050,2,    0.027,2,    9.500,2,  34.4467,2,    72.95,2,  -999.00,9,38.83,1,0,1,119.85,1,2.772,1,0,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      8, X12108,2,   1516.6,2,   1501.3,2,   3.7658,2,   3.7661,2,  34.4528,2,  34.4544,2,   3.254732,2,   3.254897,2,    73.49,2,    73.57,2,   0.8799,2,   0.8602,2,   3.6480,2,   3.6483,2,  27.3865,2,  27.3878,2,   99.942,2,   0.0023,2,   4.7275,2,    0.050,2,    0.028,2,    9.942,2,  34.4521,2,    73.68,2,  -999.00,9,38.96,1,0,1,120.65,1,2.773,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      7, X12107,2,   1616.2,2,   1599.5,2,   3.7600,2,   3.7605,2,  34.4572,2,  34.4587,2,   3.258687,2,   3.258859,2,    75.47,2,    75.54,2,   0.8850,2,   0.8651,2,   3.6333,2,   3.6339,2,  27.3915,2,  27.3926,2,   99.916,2,   0.0034,2,   4.7262,2,    0.050,2,    0.037,2,    9.826,2,  34.4561,2,    75.51,2,  -999.00,9,38.89,1,0,1,120.23,1,2.771,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      6, X12106,2,   1717.5,2,   1699.3,2,   3.7598,2,   3.7604,2,  34.4577,2,  34.4591,2,   3.262858,2,   3.263026,2,    75.34,2,    75.44,2,   0.8792,2,   0.8593,2,   3.6240,2,   3.6245,2,  27.3929,2,  27.3939,2,   99.925,2,   0.0030,2,   4.7266,2,    0.050,2,    0.040,2,    9.947,2,  34.4562,2,    75.44,2,  -999.00,9,38.85,1,0,1,120.25,1,2.772,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      5, X12105,2,   1978.5,2,   1956.3,2,   3.6922,2,   3.6928,2,  34.4631,2,  34.4646,2,   3.267874,2,   3.268053,2,    75.16,2,    75.10,2,   0.8648,2,   0.8437,2,   3.5329,2,   3.5335,2,  27.4061,2,  27.4072,2,   99.895,2,   0.0042,2,   4.7253,2,    0.051,2,    0.038,2,   10.050,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      4, X12104,2,   1978.3,2,   1956.1,2,   3.6921,2,   3.6928,2,  34.4632,2,  34.4646,2,   3.267863,2,   3.268047,2,    75.14,2,    75.14,2,   0.8647,2,   0.8439,2,   3.5329,2,   3.5335,2,  27.4062,2,  27.4072,2,   99.890,2,   0.0044,2,   4.7250,2,    0.050,2,    0.033,2,   10.325,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      3, X12103,2,   1978.1,2,   1956.0,2,   3.6922,2,   3.6930,2,  34.4631,2,  34.4645,2,   3.267861,2,   3.268049,2,    75.16,2,    75.16,2,   0.8648,2,   0.8440,2,   3.5330,2,   3.5337,2,  27.4061,2,  27.4072,2,   99.888,2,   0.0045,2,   4.7250,2,    0.050,2,    0.036,2,   10.378,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      2, X12102,2,   1978.4,2,   1956.2,2,   3.6922,2,   3.6929,2,  34.4631,2,  34.4645,2,   3.267870,2,   3.268055,2,    75.16,2,    75.18,2,   0.8648,2,   0.8441,2,   3.5330,2,   3.5336,2,  27.4060,2,  27.4072,2,   99.888,2,   0.0045,2,   4.7249,2,    0.051,2,    0.040,2,    9.981,2,  34.4617,2,    75.27,2,    75.26,2,39.06,1,0,1,122.88,1,2.779,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/29/2017,06:35, 26.2545, 126.1680, 1972,   C01,  1,      1, X12109,2,   1978.0,2,   1955.8,2,   3.6918,2,   3.6925,2,  34.4633,2,  34.4647,2,   3.267834,2,   3.268015,2,    75.18,2,    75.12,2,   0.8649,2,   0.8438,2,   3.5326,2,   3.5332,2,  27.4063,2,  27.4073,2,   99.877,2,   0.0049,2,   4.7244,2,    0.051,2,    0.040,2,   10.078,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,      0,   -999,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,  34.7421,2,  -999.00,9,  -999.00,9,0.06,1,0.01,1,1.05,1,0.033,1,0.05,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     36, A12007,2,     92.9,2,     92.3,2,  22.9370,2,  22.9380,2,  35.0077,2,  35.0087,2,   5.097774,2,   5.098009,2,   203.32,2,   203.35,2,   2.4258,2,   2.3799,2,  22.9181,2,  22.9191,2,  23.9630,2,  23.9635,2,   98.035,2,   0.0794,2,   4.6373,2,    0.824,2,    0.083,2,    4.201,2,  35.0100,2,   203.44,2,  -999.00,9,0.31,1,0.11,1,1.36,1,0.069,1,0.04,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     35, A12006,2,     93.1,2,     92.4,2,  22.9365,2,  22.9356,2,  35.0077,2,  35.0091,2,   5.097730,2,   5.097819,2,   203.19,2,   203.06,2,   2.4245,2,   2.3771,2,  22.9176,2,  22.9167,2,  23.9632,2,  23.9645,2,   98.095,2,   0.0770,2,   4.6401,2,    0.804,2,    0.088,2,    3.662,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     34, A12005,2,     93.0,2,     92.3,2,  22.9371,2,  22.9367,2,  35.0074,2,  35.0086,2,   5.097742,2,   5.097864,2,   203.29,2,   203.38,2,   2.4255,2,   2.3802,2,  22.9181,2,  22.9177,2,  23.9628,2,  23.9638,2,   98.101,2,   0.0767,2,   4.6404,2,    0.767,2,    0.090,2,    3.954,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     33, A12004,2,    705.6,2,    699.9,2,   6.8865,2,   6.8885,2,  34.2984,2,  34.2990,2,   3.485675,2,   3.485915,2,    98.53,2,    98.62,2,   1.1132,2,   1.0954,2,   6.8193,2,   6.8214,2,  26.8908,2,  26.8910,2,   99.820,2,   0.0072,2,   4.7217,2,    0.047,2,    0.036,2,    8.156,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     32, A12003,2,    706.0,2,    700.2,2,   6.8563,2,   6.8574,2,  34.2998,2,  34.3008,2,   3.483085,2,   3.483275,2,    98.33,2,    98.45,2,   1.1115,2,   1.0939,2,   6.7893,2,   6.7904,2,  26.8960,2,  26.8966,2,   99.810,2,   0.0076,2,   4.7212,2,    0.048,2,    0.036,2,    8.541,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     31, A12002,2,   1074.1,2,   1064.3,2,   4.4593,2,   4.4609,2,  34.4095,2,  34.4112,2,   3.293821,2,   3.294115,2,    69.95,2,    69.72,2,   0.8904,2,   0.8695,2,   4.3738,2,   4.3754,2,  27.2769,2,  27.2781,2,   95.368,2,   0.1897,2,   4.5112,2,    0.051,2,    1.070,2,   11.287,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     30, A12001,2,    101.0,2,    100.3,2,  22.7345,2,  22.7366,2,  35.0127,2,  35.0131,2,   5.077860,2,   5.078129,2,   202.77,2,   203.11,2,   2.4114,2,   2.3692,2,  22.7141,2,  22.7162,2,  24.0253,2,  24.0251,2,   98.516,2,   0.0598,2,   4.6601,2,    0.705,2,    0.094,2,    3.578,2,  35.0137,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     29, X12050,2,    200.4,2,    199.0,2,  19.6115,2,  19.6182,2,  34.8989,2,  34.8990,2,   4.748859,2,   4.749546,2,   188.76,2,   188.58,2,   2.1542,2,   2.1185,2,  19.5750,2,  19.5817,2,  24.7959,2,  24.7942,2,   99.733,2,   0.0107,2,   4.7175,2,    0.061,2,    0.032,2,    4.864,2,  34.8973,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     28, X12128,2,    504.2,2,    500.3,2,  11.8533,2,  11.8536,2,  34.3937,2,  34.3942,2,   3.945972,2,   3.946041,2,   148.93,2,   148.78,2,   1.5678,2,   1.5468,2,  11.7877,2,  11.7879,2,  26.1583,2,  26.1586,2,   99.817,2,   0.0074,2,   4.7215,2,    0.042,2,    0.038,2,    6.800,2,  34.3927,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     27, X12127,2,    705.8,2,    700.0,2,   6.8561,2,   6.8624,2,  34.2997,2,  34.3005,2,   3.483054,2,   3.483700,2,    98.16,2,    98.37,2,   1.1104,2,   1.0935,2,   6.7891,2,   6.7954,2,  26.8959,2,  26.8957,2,   99.823,2,   0.0071,2,   4.7218,2,    0.048,2,    0.036,2,    8.424,2,  34.2983,2,    98.46,2,  -999.00,9,31.72,1,0,1,72.5,1,2.262,1,0.03,1,   2252.6,1,   -999.0,9,   2313.8,1,   -999.0,9,  34.4739,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     26, X12126,2,    756.0,2,    749.7,2,   5.6940,2,   5.6952,2,  34.3138,2,  34.3150,2,   3.381886,2,   3.382096,2,    82.46,2,    82.45,2,   0.9950,2,   0.9762,2,   5.6286,2,   5.6297,2,  27.0566,2,  27.0575,2,   99.902,2,   0.0039,2,   4.7256,2,    0.050,2,    0.031,2,    9.227,2,  34.3134,2,    82.70,2,  -999.00,9,35.22,1,0,1,85.75,1,2.528,1,0.04,1,   2281.0,1,   -999.0,9,   2327.3,1,   -999.0,9,  34.4897,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     25, X12125,2,    806.3,2,    799.5,2,   5.2621,2,   5.2589,2,  34.3474,2,  34.3491,2,   3.348411,2,   3.348263,2,    79.63,2,    79.61,2,   0.9698,2,   0.9508,2,   5.1947,2,   5.1914,2,  27.1352,2,  27.1369,2,   99.867,2,   0.0053,2,   4.7239,2,    0.050,2,    0.035,2,    9.105,2,  34.3479,2,    79.83,2,  -999.00,9,36.16,1,0,1,94.11,1,2.592,1,0.04,1,   2295.4,1,   -999.0,9,   2335.0,1,   -999.0,9,  34.5280,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     24, X12124,2,    856.4,2,    849.1,2,   4.8017,2,   4.8021,2,  34.3832,2,  34.3846,2,   3.312663,2,   3.312816,2,    76.22,2,    76.22,2,   0.9416,2,   0.9226,2,   4.7327,2,   4.7331,2,  27.2166,2,  27.2176,2,   99.541,2,   0.0184,2,   4.7085,2,    0.050,2,    0.105,2,    9.438,2,  34.3832,2,    76.18,2,  -999.00,9,36.89,1,0.01,1,102.54,1,2.63,1,0.01,1,   2315.5,1,   -999.0,9,   2347.1,1,   -999.0,9,  34.5642,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     23, X12123,2,    867.1,2,    859.7,2,   4.7669,2,   4.7700,2,  34.3862,2,  34.3869,2,   3.310282,2,   3.310617,2,    75.98,2,    75.91,2,   0.9392,2,   0.9198,2,   4.6972,2,   4.7003,2,  27.2229,2,  27.2231,2,   99.480,2,   0.0208,2,   4.7056,2,    0.049,2,    0.118,2,    9.369,2,  34.3859,2,  -999.00,9,  -999.00,9,37.04,1,0,1,103.41,1,2.639,1,0.02,1,   2319.0,1,   -999.0,9,   2347.9,1,   -999.0,9,  34.5682,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     22, X12122,2,    877.1,2,    869.5,2,   4.7023,2,   4.7040,2,  34.3900,2,  34.3916,2,   3.305305,2,   3.305585,2,    75.39,2,    75.38,2,   0.9345,2,   0.9154,2,   4.6322,2,   4.6338,2,  27.2332,2,  27.2343,2,   99.440,2,   0.0225,2,   4.7037,2,    0.050,2,    0.120,2,    9.397,2,  34.3889,2,  -999.00,9,  -999.00,9,37.09,1,0,1,104.49,1,2.643,1,0.03,1,   2322.0,1,   -999.0,9,   2346.2,1,   -999.0,9,  34.5715,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     21, X12121,2,    886.9,2,    879.2,2,   4.6968,2,   4.6976,2,  34.3904,2,  34.3922,2,   3.305271,2,   3.305490,2,    75.48,2,    75.49,2,   0.9344,2,   0.9154,2,   4.6258,2,   4.6266,2,  27.2343,2,  27.2356,2,   99.686,2,   0.0125,2,   4.7154,2,    0.050,2,    0.071,2,    9.323,2,  34.3904,2,  -999.00,9,  -999.00,9,37.14,1,0,1,104.76,1,2.659,1,0.01,1,   2321.0,1,   -999.0,9,   2346.7,1,   -999.0,9,  34.5748,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     20, X12120,2,    897.5,2,    889.8,2,   4.6357,2,   4.6363,2,  34.3952,2,  34.3965,2,   3.300704,2,   3.300881,2,    74.88,2,    74.86,2,   0.9297,2,   0.9105,2,   4.5642,2,   4.5649,2,  27.2448,2,  27.2458,2,   99.538,2,   0.0185,2,   4.7084,2,    0.050,2,    0.108,2,    9.213,2,  34.3945,2,  -999.00,9,  -999.00,9,37.4,1,0,1,106.15,1,2.665,1,0.02,1,   2326.5,1,   -999.0,9,   2349.2,1,   -999.0,9,  34.5774,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     19, X12119,2,    908.0,2,    900.1,2,   4.6096,2,   4.6103,2,  34.3974,2,  34.3986,2,   3.299031,2,   3.299196,2,    74.32,2,    74.26,2,   0.9256,2,   0.9061,2,   4.5375,2,   4.5381,2,  27.2495,2,  27.2504,2,   99.390,2,   0.0245,2,   4.7014,2,    0.050,2,    0.138,2,    9.523,2,  34.3965,2,    74.44,2,  -999.00,9,37.29,1,0.01,1,106.59,1,2.659,1,-0.01,1,   2334.9,1,   -999.0,9,   2347.9,1,   -999.0,9,  34.5787,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     18, X12118,2,    917.8,2,    909.8,2,   4.5955,2,   4.5959,2,  34.3985,2,  34.3999,2,   3.298292,2,   3.298449,2,    74.15,2,    74.16,2,   0.9239,2,   0.9048,2,   4.5226,2,   4.5229,2,  27.2520,2,  27.2531,2,   99.061,2,   0.0378,2,   4.6858,2,    0.050,2,    0.205,2,    9.537,2,  34.3971,2,  -999.00,9,  -999.00,9,37.43,1,0,1,106.7,1,2.66,1,0,1,   2331.1,1,   -999.0,9,   2347.6,1,   -999.0,9,  34.5806,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     17, X12117,2,    927.6,2,    919.5,2,   4.5598,2,   4.5605,2,  34.4023,2,  34.4038,2,   3.295869,2,   3.296059,2,    71.64,2,    71.72,2,   0.9087,2,   0.8899,2,   4.4862,2,   4.4869,2,  27.2590,2,  27.2601,2,   91.895,2,   0.3381,2,   4.3470,2,    0.051,2,    1.844,2,   11.532,2,  34.4016,2,  -999.00,9,  -999.00,9,37.37,1,0.01,1,108.47,1,2.656,1,0,1,   2359.7,1,   -999.0,9,   2354.0,1,   -999.0,9,  34.5863,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     16, X12116,2,    938.0,2,    929.7,2,   4.5636,2,   4.5630,2,  34.4031,2,  34.4049,2,   3.296724,2,   3.296825,2,    69.68,2,    69.69,2,   0.8970,2,   0.8777,2,   4.4891,2,   4.4885,2,  27.2594,2,  27.2608,2,   85.790,2,   0.6131,2,   4.0584,2,    0.051,2,    3.519,2,   14.064,2,  34.4041,2,  -999.00,9,  -999.00,9,37.2,1,0.02,1,109.97,1,2.64,1,0,1,   2397.0,1,   -999.0,9,   2349.6,1,   -999.0,9,  34.5880,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     15, X12115,2,    947.9,2,    939.5,2,   4.5543,2,   4.5532,2,  34.4053,2,  34.4065,2,   3.296514,2,   3.296516,2,    68.13,2,    68.08,2,   0.8876,2,   0.8678,2,   4.4791,2,   4.4780,2,  27.2622,2,  27.2632,2,   80.388,2,   0.8732,2,   3.8030,2,    0.051,2,    5.249,2,   16.255,2,  34.4054,2,  -999.00,9,  -999.00,9,37.04,1,0.02,1,110.51,1,2.625,1,0.02,1,   2414.2,1,   -999.0,9,   2346.3,1,   -999.0,9,  34.5892,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     14, X12114,2,    958.3,2,    949.9,2,   4.5351,2,   4.5360,2,  34.4065,2,  34.4080,2,   3.295364,2,   3.295564,2,    67.91,2,    68.03,2,   0.8856,2,   0.8668,2,   4.4591,2,   4.4600,2,  27.2653,2,  27.2664,2,   80.477,2,   0.8688,2,   3.8072,2,    0.051,2,    5.108,2,   16.294,2,  34.4070,2,  -999.00,9,  -999.00,9,37,1,0.02,1,110.58,1,2.614,1,0,1,   2412.9,1,   -999.0,9,   2345.0,1,   -999.0,9,  34.5873,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     13, X12113,2,    968.7,2,    960.1,2,   4.5258,2,   4.5277,2,  34.4072,2,  34.4085,2,   3.295042,2,   3.295320,2,    67.80,2,    67.77,2,   0.8844,2,   0.8647,2,   4.4490,2,   4.4509,2,  27.2670,2,  27.2678,2,   81.524,2,   0.8171,2,   3.8567,2,    0.052,2,    4.840,2,   16.291,2,  34.4069,2,  -999.00,9,  -999.00,9,37.18,1,0.02,1,111.25,1,2.625,1,-0.03,1,   2408.0,1,   -999.0,9,   2344.3,1,   -999.0,9,  34.5884,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     12, X12112,2,    978.6,2,    969.9,2,   4.5144,2,   4.5150,2,  34.4077,2,  34.4092,2,   3.294498,2,   3.294668,2,    67.93,2,    67.95,2,   0.8845,2,   0.8651,2,   4.4368,2,   4.4374,2,  27.2687,2,  27.2698,2,   82.526,2,   0.7683,2,   3.9040,2,    0.051,2,    4.378,2,   15.622,2,  34.4063,2,  -999.00,9,  -999.00,9,37.26,1,0.02,1,110.77,1,2.631,1,-0.04,1,   2398.7,1,   -999.0,9,   2347.8,1,   -999.0,9,  34.5913,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     11, X12111,2,    988.6,2,    979.8,2,   4.5039,2,   4.5047,2,  34.4076,2,  34.4091,2,   3.293979,2,   3.294177,2,    68.80,2,    68.78,2,   0.8888,2,   0.8692,2,   4.4255,2,   4.4263,2,  27.2699,2,  27.2710,2,   87.053,2,   0.5546,2,   4.1181,2,    0.051,2,    3.177,2,   13.699,2,  34.4073,2,  -999.00,9,  -999.00,9,37.41,1,0.01,1,110.54,1,2.652,1,-0.02,1,   2383.4,1,   -999.0,9,   2349.8,1,   -999.0,9,  34.5898,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,00:24, 26.2915, 126.4693, 1079,   C02,  1,     10, X12110,2,    998.5,2,    989.6,2,   4.5015,2,   4.5023,2,  34.4078,2,  34.4093,2,   3.294210,2,   3.294410,2,    68.72,2,    68.69,2,   0.8878,2,   0.8681,2,   4.4223,2,   4.4231,2,  27.2704,2,  27.2714,2,   87.353,2,   0.5408,2,   4.1323,2,    0.051,2,    3.098,2,   13.736,2,  34.4072,2,  -999.00,9,  -999.00,9,37.27,1,0.01,1,110.65,1,2.643,1,-0.01,1,   2389.3,1,   -999.0,9,   2345.1,1,   -999.0,9,  34.5880,2,-999,9
